,pid,tid,beers,last_modified
1158,47,183,1,2018-05-17 11:19:17.730173
1159,48,183,4,2018-05-17 11:19:17.730242
1160,57,183,8,2018-05-17 11:19:17.730345
1161,4,182,2,2018-05-17 11:19:17.730739
1162,41,182,4,2018-05-17 11:19:17.730824
1163,12,182,3,2018-05-17 11:19:17.730935
1164,22,182,3,2018-05-17 11:19:17.731130
1165,23,182,4,2018-05-17 11:19:17.731194
1166,25,182,3,2018-05-17 11:19:17.731252
1167,33,182,2,2018-05-17 11:19:17.731305
1168,39,182,4,2018-05-17 11:19:17.731382
1169,11,182,4,2018-05-17 11:19:17.731441
1170,55,182,3,2018-05-17 11:19:17.731500
1171,59,182,2,2018-05-17 11:19:17.731561
1172,63,182,2,2018-05-17 11:19:17.731605
1173,16,182,5,2018-05-17 11:19:17.731732
1174,38,182,3,2018-05-17 11:19:17.731893
1175,57,182,5,2018-05-17 11:19:17.732088
1176,4,181,3,2018-05-17 11:19:17.732488
1177,41,181,10,2018-05-17 11:19:17.732555
1178,12,181,2,2018-05-17 11:19:17.732621
1179,14,181,2,2018-05-17 11:19:17.732666
1180,21,181,3,2018-05-17 11:19:17.732712
1181,23,181,2,2018-05-17 11:19:17.732771
1182,25,181,5,2018-05-17 11:19:17.732813
1183,33,181,2,2018-05-17 11:19:17.732865
1184,39,181,2,2018-05-17 11:19:17.732938
1185,42,181,8,2018-05-17 11:19:17.732983
1186,11,181,3,2018-05-17 11:19:17.733036
1187,55,181,3,2018-05-17 11:19:17.733107
1188,59,181,4,2018-05-17 11:19:17.733174
1189,63,181,4,2018-05-17 11:19:17.733216
1190,16,181,6,2018-05-17 11:19:17.733323
1191,28,181,2,2018-05-17 11:19:17.733447
1192,38,181,4,2018-05-17 11:19:17.733520
1193,45,181,2,2018-05-17 11:19:17.733578
1194,57,181,7,2018-05-17 11:19:17.733750
1195,4,180,4,2018-05-17 11:19:17.734105
1196,41,180,3,2018-05-17 11:19:17.734170
1197,14,180,4,2018-05-17 11:19:17.734240
1198,22,180,3,2018-05-17 11:19:17.734300
1199,31,180,4,2018-05-17 11:19:17.734359
1200,33,180,2,2018-05-17 11:19:17.734402
1201,43,180,5,2018-05-17 11:19:17.734508
1202,11,180,4,2018-05-17 11:19:17.734552
1203,46,180,2,2018-05-17 11:19:17.734596
1204,55,180,2,2018-05-17 11:19:17.734647
1205,59,180,4,2018-05-17 11:19:17.734705
1206,63,180,4,2018-05-17 11:19:17.734747
1207,2,180,6,2018-05-17 11:19:17.734808
1208,16,180,2,2018-05-17 11:19:17.734907
1209,28,180,9,2018-05-17 11:19:17.735033
1210,57,180,5,2018-05-17 11:19:17.735273
1211,4,178,3,2018-05-17 11:19:17.735694
1212,41,178,7,2018-05-17 11:19:17.735762
1213,12,178,5,2018-05-17 11:19:17.735837
1214,14,178,3,2018-05-17 11:19:17.735884
1215,22,178,3,2018-05-17 11:19:17.735958
1216,23,178,7,2018-05-17 11:19:17.736002
1217,25,178,1,2018-05-17 11:19:17.736045
1218,31,178,4,2018-05-17 11:19:17.736089
1219,33,178,2,2018-05-17 11:19:17.736134
1220,39,178,3,2018-05-17 11:19:17.736207
1221,42,178,5,2018-05-17 11:19:17.736254
1222,43,178,4,2018-05-17 11:19:17.736299
1223,46,178,2,2018-05-17 11:19:17.736349
1224,55,178,2,2018-05-17 11:19:17.736401
1225,59,178,4,2018-05-17 11:19:17.736459
1226,63,178,6,2018-05-17 11:19:17.736501
1227,16,178,5,2018-05-17 11:19:17.736608
1228,48,178,3,2018-05-17 11:19:17.736906
1229,57,178,9,2018-05-17 11:19:17.737016
1230,4,177,2,2018-05-17 11:19:17.737382
1231,41,177,4,2018-05-17 11:19:17.737448
1232,14,177,1,2018-05-17 11:19:17.737519
1233,22,177,2,2018-05-17 11:19:17.737579
1234,23,177,6,2018-05-17 11:19:17.737622
1235,25,177,2,2018-05-17 11:19:17.737664
1236,31,177,3,2018-05-17 11:19:17.737712
1237,33,177,3,2018-05-17 11:19:17.737806
1238,39,177,5,2018-05-17 11:19:17.737882
1239,43,177,3,2018-05-17 11:19:17.737939
1240,46,177,1,2018-05-17 11:19:17.738023
1241,55,177,3,2018-05-17 11:19:17.738080
1242,59,177,5,2018-05-17 11:19:17.738140
1243,63,177,1,2018-05-17 11:19:17.738187
1244,7,177,2,2018-05-17 11:19:17.738269
1245,24,177,1,2018-05-17 11:19:17.738396
1246,38,177,3,2018-05-17 11:19:17.738499
1247,45,177,1,2018-05-17 11:19:17.738561
1248,52,177,7,2018-05-17 11:19:17.738797
1249,57,177,7,2018-05-17 11:19:17.738903
1250,4,176,4,2018-05-17 11:19:17.739611
1251,41,176,7,2018-05-17 11:19:17.739740
1252,12,176,5,2018-05-17 11:19:17.739862
1253,14,176,2,2018-05-17 11:19:17.739949
1254,21,176,10,2018-05-17 11:19:17.740029
1255,22,176,7,2018-05-17 11:19:17.740132
1256,23,176,2,2018-05-17 11:19:17.740218
1257,25,176,5,2018-05-17 11:19:17.740296
1258,31,176,4,2018-05-17 11:19:17.740382
1259,33,176,3,2018-05-17 11:19:17.740460
1260,37,176,2,2018-05-17 11:19:17.740563
1261,39,176,6,2018-05-17 11:19:17.740611
1262,42,176,5,2018-05-17 11:19:17.740655
1263,43,176,2,2018-05-17 11:19:17.740703
1264,11,176,11,2018-05-17 11:19:17.740748
1265,46,176,6,2018-05-17 11:19:17.740796
1266,55,176,3,2018-05-17 11:19:17.740849
1267,59,176,3,2018-05-17 11:19:17.740910
1268,63,176,6,2018-05-17 11:19:17.740954
1269,16,176,4,2018-05-17 11:19:17.741065
1270,57,176,8,2018-05-17 11:19:17.741411
1271,4,175,4,2018-05-17 11:19:17.741882
1272,8,175,2,2018-05-17 11:19:17.741949
1273,41,175,7,2018-05-17 11:19:17.742003
1274,12,175,3,2018-05-17 11:19:17.742070
1275,14,175,1,2018-05-17 11:19:17.742121
1276,22,175,3,2018-05-17 11:19:17.742182
1277,25,175,3,2018-05-17 11:19:17.742237
1278,31,175,4,2018-05-17 11:19:17.742281
1279,33,175,2,2018-05-17 11:19:17.742325
1280,37,175,2,2018-05-17 11:19:17.742393
1281,39,175,4,2018-05-17 11:19:17.742436
1282,43,175,4,2018-05-17 11:19:17.742496
1283,46,175,6,2018-05-17 11:19:17.742586
1284,55,175,3,2018-05-17 11:19:17.742691
1285,59,175,4,2018-05-17 11:19:17.742797
1286,63,175,6,2018-05-17 11:19:17.742877
1287,16,175,6,2018-05-17 11:19:17.743073
1288,38,175,5,2018-05-17 11:19:17.743366
1289,48,175,2,2018-05-17 11:19:17.743622
1290,52,175,2,2018-05-17 11:19:17.743807
1291,57,175,5,2018-05-17 11:19:17.743923
1292,4,174,5,2018-05-17 11:19:17.744394
1293,22,174,1,2018-05-17 11:19:17.744570
1294,23,174,5,2018-05-17 11:19:17.744625
1295,25,174,4,2018-05-17 11:19:17.744673
1296,33,174,5,2018-05-17 11:19:17.744726
1297,55,174,7,2018-05-17 11:19:17.744845
1298,59,174,2,2018-05-17 11:19:17.744908
1299,57,174,6,2018-05-17 11:19:17.745369
1300,41,173,4,2018-05-17 11:19:17.745821
1301,14,173,1,2018-05-17 11:19:17.745903
1302,22,173,1,2018-05-17 11:19:17.745966
1303,23,173,3,2018-05-17 11:19:17.746010
1304,39,173,2,2018-05-17 11:19:17.746104
1305,46,173,2,2018-05-17 11:19:17.746176
1306,55,173,11,2018-05-17 11:19:17.746230
1307,59,173,2,2018-05-17 11:19:17.746289
1308,57,173,3,2018-05-17 11:19:17.746710
1309,4,172,4,2018-05-17 11:19:17.747087
1310,41,172,9,2018-05-17 11:19:17.747159
1311,14,172,4,2018-05-17 11:19:17.747230
1312,21,172,4,2018-05-17 11:19:17.747278
1313,22,172,2,2018-05-17 11:19:17.747331
1314,23,172,6,2018-05-17 11:19:17.747378
1315,25,172,4,2018-05-17 11:19:17.747421
1316,33,172,6,2018-05-17 11:19:17.747471
1317,35,172,6,2018-05-17 11:19:17.747586
1318,43,172,5,2018-05-17 11:19:17.747655
1319,46,172,5,2018-05-17 11:19:17.747710
1320,59,172,4,2018-05-17 11:19:17.747799
1321,57,172,7,2018-05-17 11:19:17.748380
1322,4,283,2,2018-05-22 00:22:59.500923
1323,9,283,4,2018-05-22 00:22:59.502598
1324,22,283,4,2018-05-22 00:22:59.504257
1325,33,283,1,2018-05-22 00:22:59.505179
1326,39,283,4,2018-05-22 00:22:59.506055
1327,40,283,8,2018-05-22 00:22:59.506953
1328,43,283,4,2018-05-22 00:22:59.507878
1329,11,283,4,2018-05-22 00:22:59.508778
1330,50,283,2,2018-05-22 00:22:59.509645
1331,51,283,2,2018-05-22 00:22:59.510518
1332,55,283,2,2018-05-22 00:22:59.511384
1333,59,283,3,2018-05-22 00:22:59.512267
1334,32,283,2,2018-05-22 00:22:59.513141
1335,1,284,4,2018-05-22 00:59:51.279701
1336,4,284,3,2018-05-22 00:59:51.281400
1337,8,284,5,2018-05-22 00:59:51.283167
1338,9,284,5,2018-05-22 00:59:51.284078
1339,12,284,2,2018-05-22 00:59:51.284980
1340,14,284,2,2018-05-22 00:59:51.285864
1341,22,284,5,2018-05-22 00:59:51.286755
1342,23,284,2,2018-05-22 00:59:51.287644
1343,31,284,3,2018-05-22 00:59:51.288565
1344,34,284,2,2018-05-22 01:01:21.376597
1345,39,284,4,2018-05-22 01:01:21.377634
1346,40,284,4,2018-05-22 01:01:21.379095
1347,11,284,5,2018-05-22 01:01:21.380061
1348,46,284,3,2018-05-22 01:01:21.380941
1349,50,284,4,2018-05-22 01:01:21.381855
1350,55,284,3,2018-05-22 01:01:21.382806
1351,57,284,5,2018-05-22 01:01:21.383715
1352,59,284,2,2018-05-22 01:01:21.384594
1353,64,284,4,2018-05-22 01:09:54.660128
1354,4,285,3,2018-05-22 01:13:57.129492
1355,22,285,6,2018-05-22 01:13:57.131037
1356,39,285,1,2018-05-22 01:13:57.132897
1357,57,285,5,2018-05-22 01:13:57.133845
1358,59,285,2,2018-05-22 01:13:57.134747
1359,65,285,2,2018-05-22 01:15:14.323414
1360,41,286,3,2018-05-22 01:23:46.209567
1361,14,286,1,2018-05-22 01:23:46.211225
1362,22,286,4,2018-05-22 01:23:46.213088
1363,23,286,1,2018-05-22 01:23:46.214044
1364,31,286,4,2018-05-22 01:23:46.214972
1365,39,286,4,2018-05-22 01:23:46.215882
1366,40,286,3,2018-05-22 01:25:42.005087
1367,11,286,3,2018-05-22 01:25:42.006285
1368,50,286,1,2018-05-22 01:25:42.008133
1369,57,286,4,2018-05-22 01:25:42.009341
1370,60,286,3,2018-05-22 01:25:42.010283
1371,35,286,3,2018-05-22 01:27:43.014138
1372,22,287,6,2018-05-22 01:33:01.967468
1373,32,287,1,2018-05-22 01:33:01.968986
1374,9,287,2,2018-05-22 01:33:01.970698
1375,1,287,2,2018-05-22 01:33:01.971622
1376,55,287,4,2018-05-22 01:33:01.972542
1377,57,287,4,2018-05-22 01:33:01.973411
1378,45,287,2,2018-05-22 01:33:01.974301
1379,60,287,15,2018-05-22 01:33:01.975187
1380,43,287,5,2018-05-22 01:33:01.976076
1381,8,287,3,2018-05-22 01:33:01.976940
1382,46,287,3,2018-05-22 01:33:01.977829
1383,50,287,5,2018-05-22 01:33:01.978701
1384,59,287,2,2018-05-22 01:33:01.979564
1385,40,287,1,2018-05-22 01:33:01.980416
1386,39,287,3,2018-05-22 01:33:01.981286
1387,11,287,1,2018-05-22 01:33:01.982207
1388,31,287,1,2018-05-22 01:33:01.983136
1389,1,293,3,2018-05-31 20:57:10.887137
1390,9,293,6,2018-05-31 20:57:10.893287
1391,11,293,5,2018-05-31 20:57:10.894872
1392,22,293,7,2018-05-31 20:57:10.896988
1393,23,293,1,2018-05-31 20:57:10.898183
1394,40,293,3,2018-05-31 20:57:10.902859
1395,43,293,6,2018-05-31 20:57:10.905340
1396,50,293,1,2018-05-31 20:57:10.908089
1397,55,293,3,2018-05-31 20:57:10.908782
1398,57,293,6,2018-05-31 20:57:10.909496
1399,59,293,4,2018-05-31 20:57:10.910183
1400,60,293,10,2018-05-31 20:57:10.910918
1401,11,294,4,2018-05-31 20:57:10.913988
1402,22,294,5,2018-05-31 20:57:10.915667
1403,39,294,2,2018-05-31 20:57:10.919094
1404,40,294,2,2018-05-31 20:57:10.919816
1405,41,294,2,2018-05-31 20:57:10.920533
1406,43,294,7,2018-05-31 20:57:10.921507
1407,46,294,1,2018-05-31 20:57:10.923538
1408,50,294,1,2018-05-31 20:57:10.924270
1409,55,294,7,2018-05-31 20:57:10.924962
1410,57,294,6,2018-05-31 20:57:10.925651
1411,59,294,4,2018-05-31 20:57:10.926376
1412,60,294,5,2018-05-31 20:57:10.927096
1413,1,295,5,2018-06-09 18:11:47.896662
1414,9,295,3,2018-06-09 18:11:47.908899
1415,11,295,6,2018-06-09 18:11:47.910285
1416,22,295,6,2018-06-09 18:11:47.912472
1417,33,295,4,2018-06-09 18:11:47.917423
1418,40,295,3,2018-06-09 18:11:47.919714
1419,41,295,2,2018-06-09 18:11:47.920901
1420,45,295,2,2018-06-09 18:17:19.973498
1421,46,295,3,2018-06-09 18:11:47.923803
1422,55,295,2,2018-06-09 18:11:47.925491
1423,57,295,6,2018-06-09 18:11:47.926298
1424,59,295,4,2018-06-09 18:11:47.927005
1425,62,293,6,2018-05-31 20:57:42.055824
1426,69,293,4,2018-05-31 20:57:42.059039
1427,70,293,6,2018-05-31 20:59:19.375222
1428,67,293,2,2018-05-31 20:59:19.377860
1429,65,294,7,2018-05-31 21:02:04.959796
1430,70,294,5,2018-05-31 21:02:04.962757
1431,68,294,6,2018-05-31 21:02:04.965028
1432,64,294,5,2018-05-31 21:02:04.966227
1433,71,294,6,2018-05-31 21:06:27.679916
1434,72,294,6,2018-05-31 21:06:27.682860
1435,73,294,5,2018-05-31 21:06:27.686933
1436,28,288,4,2018-06-09 17:30:40.477938
1437,57,288,2,2018-06-09 17:30:40.479602
1438,60,288,6,2018-06-09 17:30:40.484329
1439,40,288,3,2018-06-09 17:30:40.485564
1440,11,288,4,2018-06-09 17:30:40.486754
1441,53,288,2,2018-06-09 17:30:40.488241
1442,8,289,3,2018-06-09 17:35:20.482151
1443,11,289,5,2018-06-09 17:35:20.484113
1444,9,289,2,2018-06-09 17:35:20.488396
1445,22,289,3,2018-06-09 17:35:20.492218
1446,59,289,4,2018-06-09 17:35:20.493631
1447,40,289,6,2018-06-09 17:35:20.494967
1448,33,289,1,2018-06-09 17:35:20.496426
1449,41,289,3,2018-06-09 17:35:20.498000
1450,57,289,5,2018-06-09 17:35:20.499439
1451,60,289,6,2018-06-09 17:35:20.500477
1452,64,289,5,2018-06-09 17:35:20.501416
1453,55,289,3,2018-06-09 17:35:20.502548
1454,31,289,1,2018-06-09 17:35:20.503966
1455,72,289,1,2018-06-09 17:35:20.505457
1456,46,289,1,2018-06-09 17:35:20.507208
1457,23,289,1,2018-06-09 17:35:20.509113
1458,39,289,1,2018-06-09 17:35:20.510377
1459,68,289,2,2018-06-09 17:35:20.511404
1460,43,289,1,2018-06-09 17:35:20.512275
1461,9,291,5,2018-06-09 17:36:38.087898
1462,41,291,2,2018-06-09 17:36:38.090837
1463,12,291,1,2018-06-09 17:36:38.094279
1464,49,291,2,2018-06-09 17:37:24.086012
1465,22,291,3,2018-06-09 17:39:11.904695
1466,40,291,3,2018-06-09 17:39:11.907476
1467,11,291,5,2018-06-09 17:39:11.911259
1468,43,291,7,2018-06-09 17:39:11.912668
1469,46,291,1,2018-06-09 17:39:11.914379
1470,57,291,4,2018-06-09 17:39:11.915545
1471,55,291,1,2018-06-09 17:39:11.916793
1472,59,291,2,2018-06-09 17:39:11.917973
1473,60,291,5,2018-06-09 17:39:11.919063
1474,69,291,5,2018-06-09 17:39:11.920269
1475,68,291,5,2018-06-09 17:39:11.921383
1476,74,291,5,2018-06-09 17:42:04.317794
1477,70,291,6,2018-06-09 17:42:04.320109
1478,67,291,4,2018-06-09 17:42:04.323930
1479,22,292,8,2018-06-09 17:48:16.663286
1480,59,292,4,2018-06-09 17:48:16.667604
1481,43,292,9,2018-06-09 17:48:16.672918
1482,39,292,3,2018-06-09 17:48:16.674960
1483,55,292,1,2018-06-09 17:48:16.677283
1484,57,292,5,2018-06-09 17:48:16.679342
1485,21,292,1,2018-06-09 17:48:16.680458
1486,44,292,1,2018-06-09 17:48:16.681698
1487,75,292,1,2018-06-09 17:49:14.044259
1488,64,295,5,2018-06-09 18:17:19.990856
1489,73,295,4,2018-06-09 18:17:19.989374
1490,71,295,5,2018-06-09 18:17:19.988138
1491,76,295,5,2018-06-09 18:17:19.976477
1492,72,295,4,2018-06-09 18:17:19.980216
1493,77,295,4,2018-06-09 18:17:19.982638
1494,78,295,3,2018-06-09 18:17:19.984710
1495,79,295,3,2018-06-09 18:17:19.986545
1496,9,296,2,2018-08-13 21:25:54.547303
1497,22,296,3,2018-08-13 21:25:54.551166
1498,23,296,1,2018-08-13 21:25:54.559404
1499,31,296,2,2018-08-13 21:25:54.560559
1500,40,296,3,2018-08-13 21:25:54.561354
1501,41,296,4,2018-08-13 21:25:54.562621
1502,43,296,3,2018-08-13 21:25:54.564135
1503,46,296,1,2018-08-13 21:25:54.565309
1504,50,296,2,2018-08-13 21:25:54.566289
1505,55,296,3,2018-08-13 21:25:54.567557
1506,57,296,2,2018-08-13 21:25:54.568800
1507,59,296,3,2018-08-13 21:25:54.570008
1508,60,296,6,2018-08-13 21:25:54.570899
1509,68,296,2,2018-08-13 21:26:33.275844
1510,73,296,1,2018-08-13 21:26:33.278816
1511,64,296,1,2018-08-13 21:26:33.283716
1512,8,296,1,2018-08-13 21:26:33.286452
1513,59,297,4,2018-08-13 21:32:43.034859
1514,22,297,2,2018-08-13 21:32:43.039390
1515,23,297,4,2018-08-13 21:32:43.045185
1516,73,297,3,2018-08-13 21:32:43.046651
1517,68,297,3,2018-08-13 21:32:43.047903
1518,33,297,6,2018-08-13 21:32:43.049067
1519,14,297,2,2018-08-13 21:32:43.050245
1520,41,297,4,2018-08-13 21:32:43.051796
1521,60,297,6,2018-08-13 21:32:43.053448
1522,40,297,2,2018-08-13 21:32:43.054560
1523,39,297,4,2018-08-13 21:32:43.055564
1524,11,297,3,2018-08-13 21:32:43.056655
1525,55,297,3,2018-08-13 21:32:43.057920
1526,46,297,2,2018-08-13 21:32:43.059210
1527,8,297,2,2018-08-13 21:32:43.060366
1528,1,298,5,2018-08-14 00:35:04.409764
1529,9,298,6,2018-08-14 00:35:32.655716
1530,11,298,3,2018-08-14 00:37:27.319766
1531,40,298,4,2018-08-14 00:36:58.641036
1532,43,298,5,2018-08-14 00:37:16.917537
1533,55,298,3,2018-08-14 00:37:55.991039
1534,59,298,7,2018-08-14 00:38:17.347255
1535,68,298,8,2018-08-14 00:36:33.946841
1536,70,298,5,2018-08-14 00:38:26.303177
1537,72,298,6,2018-08-14 00:36:11.339296
1538,1,299,4,2018-08-14 00:35:04.431165
1539,40,299,2,2018-08-14 00:36:58.675248
1540,55,299,1,2018-08-14 00:37:56.011089
1541,59,299,3,2018-08-14 00:38:17.376057
1542,68,299,5,2018-08-14 00:36:33.991334
1543,70,299,4,2018-08-14 00:38:26.321870
1544,72,299,3,2018-08-14 00:36:11.353890
1545,1,300,2,2018-08-14 00:35:04.445372
1546,23,300,1,2018-08-14 00:35:49.889403
1547,33,300,1,2018-08-14 00:35:56.375165
1548,39,300,2,2018-08-14 00:36:40.359424
1549,40,300,3,2018-08-14 00:36:58.704084
1550,43,300,5,2018-08-14 00:37:16.958410
1551,50,300,2,2018-08-14 00:37:48.134818
1552,55,300,5,2018-08-14 00:37:56.025439
1553,59,300,2,2018-08-14 00:38:17.392364
1554,64,300,4,2018-08-14 00:37:41.123996
1555,68,300,6,2018-08-14 00:36:34.009358
1556,70,300,4,2018-08-14 00:38:26.336614
1557,72,300,4,2018-08-14 00:36:11.368623
1558,62,298,5,2018-08-13 21:47:31.641792
1559,78,298,9,2018-08-13 21:47:31.644471
1560,80,298,8,2018-08-13 21:47:31.648333
1561,79,298,5,2018-08-13 21:47:31.649731
1562,53,298,3,2018-08-13 21:47:31.650944
1563,42,298,5,2018-08-13 21:47:31.652054
1564,8,298,4,2018-08-13 21:47:31.653133
1565,42,299,4,2018-08-13 21:48:30.853199
1566,4,299,2,2018-08-13 21:48:48.186934
1567,28,300,5,2018-08-13 21:51:11.394589
1568,35,300,3,2018-08-13 21:51:11.395766
1569,42,300,5,2018-08-13 21:51:11.397272
1570,3,300,3,2018-08-13 21:51:11.398711
1571,23,301,1,2018-08-14 00:10:41.104750
1572,39,301,3,2018-08-14 00:10:48.923006
1573,40,301,3,2018-08-14 00:10:51.428177
1574,43,301,5,2018-08-14 00:10:54.491875
1575,11,301,2,2018-08-14 00:10:58.776099
1576,55,301,4,2018-08-14 00:11:26.041950
1577,57,301,1,2018-08-14 00:11:27.592156
1578,59,301,4,2018-08-14 00:11:32.603511
1579,60,301,9,2018-08-14 00:11:36.597361
1580,42,301,6,2018-08-13 22:08:14.808550
1581,37,301,1,2018-08-13 22:08:14.809485
1582,9,302,3,2018-08-14 00:10:29.607931
1583,22,302,2,2018-08-14 00:10:37.429535
1584,23,302,2,2018-08-14 00:10:41.122354
1585,39,302,3,2018-08-14 00:10:48.942648
1586,40,302,3,2018-08-14 00:10:51.445475
1587,43,302,6,2018-08-14 00:10:54.512587
1588,11,302,4,2018-08-14 00:10:58.800734
1589,45,302,6,2018-08-14 00:11:03.427127
1590,64,302,9,2018-08-14 00:11:08.613539
1591,50,302,2,2018-08-14 00:11:20.712780
1592,55,302,3,2018-08-14 00:11:26.061872
1593,59,302,3,2018-08-14 00:11:32.625717
1594,60,302,8,2018-08-14 00:11:36.618479
1595,42,302,5,2018-08-13 22:10:33.265357
1596,37,302,1,2018-08-13 22:10:33.266527
1597,32,302,2,2018-08-13 22:10:33.267657
1598,12,302,3,2018-08-13 22:10:33.268727
1599,1,304,2,2018-08-14 00:27:59.140970
1600,23,304,3,2018-08-14 00:27:59.948140
1601,55,304,2,2018-08-14 00:28:03.312942
1602,60,304,4,2018-08-14 00:28:08.395952
1603,32,305,1,2018-08-13 22:17:05.794590
1604,41,304,2,2018-08-14 00:27:59.322816
1605,22,304,5,2018-08-14 00:27:59.789879
1606,40,304,2,2018-08-14 00:28:00.913739
1607,40,305,1,2018-08-14 00:28:00.928873
1608,43,304,4,2018-08-14 00:28:01.075016
1609,11,304,4,2018-08-14 00:28:01.241183
1610,39,304,3,2018-08-14 00:28:00.746857
1611,39,305,1,2018-08-14 00:28:00.761775
1612,11,305,3,2018-08-14 00:28:01.264592
1613,46,304,1,2018-08-14 00:28:02.430157
1614,57,304,3,2018-08-14 00:28:03.813951
1615,57,305,1,2018-08-14 00:28:03.829261
1616,59,305,1,2018-08-14 00:28:07.385106
1617,41,298,4,2018-08-14 00:35:19.427754
1618,41,300,2,2018-08-14 00:35:19.468078
1619,9,299,4,2018-08-14 00:35:32.676468
1620,9,300,4,2018-08-14 00:35:32.691356
1621,22,298,7,2018-08-14 00:35:44.422211
1622,22,299,5,2018-08-14 00:35:44.455770
1623,22,300,4,2018-08-14 00:35:44.479961
1624,73,299,5,2018-08-14 00:36:20.824296
1625,73,300,3,2018-08-14 00:36:20.841044
1626,39,298,4,2018-08-14 00:36:40.316541
1627,39,299,4,2018-08-14 00:36:40.336331
1628,11,299,3,2018-08-14 00:37:27.337623
1629,11,300,3,2018-08-14 00:37:27.358756
1630,64,298,8,2018-08-14 00:37:41.078770
1631,64,299,7,2018-08-14 00:37:41.106046
1632,57,298,5,2018-08-14 00:38:05.915594
1633,57,299,4,2018-08-14 00:38:05.931832
1634,57,300,4,2018-08-14 00:38:05.946080
1635,60,298,6,2018-08-14 00:38:24.229973
1636,60,299,5,2018-08-14 00:38:24.250497
1637,60,300,8,2018-08-14 00:38:24.266759
1638,73,303,7,2018-08-23 16:17:23.480150
1639,22,303,7,2018-08-23 16:17:30.139109
1640,25,303,7,2018-08-23 16:18:40.712866
1641,23,303,3,2018-08-23 16:18:46.053560
1642,39,303,5,2018-08-23 16:18:52.334270
1643,40,303,4,2018-08-23 16:18:56.797885
1644,4,303,3,2018-08-23 16:19:04.470161
1645,59,303,2,2018-08-23 16:19:08.380816
1646,33,303,2,2018-08-23 16:19:15.349990
1647,43,303,8,2018-08-23 16:19:22.762528
1648,60,303,8,2018-08-23 16:19:33.110406
1649,11,303,8,2018-08-23 16:19:49.441318
1650,41,303,3,2018-08-23 16:19:59.724945
1651,55,303,4,2018-08-23 16:20:13.913185
1652,1,306,5,2018-08-23 16:21:54.115835
1653,9,306,7,2018-08-23 16:21:56.051438
1654,39,306,4,2018-08-23 16:22:04.043091
1655,40,306,5,2018-08-23 16:22:06.814327
1656,11,306,2,2018-08-23 16:22:08.784835
1657,46,306,1,2018-08-23 16:22:13.278429
1658,50,306,2,2018-08-23 16:22:15.224571
1659,55,306,6,2018-08-23 16:22:18.168468
1660,57,306,2,2018-08-23 16:22:19.405336
1661,59,306,5,2018-08-23 16:22:24.074030
1662,4,306,2,2018-08-23 16:22:38.096818
1663,42,306,5,2018-08-23 16:22:41.735785
1664,21,306,4,2018-08-23 16:22:46.484697
1665,41,307,2,2018-08-23 16:26:58.303540
1666,9,307,5,2018-08-23 16:26:59.230453
1667,22,307,3,2018-08-23 16:27:02.250971
1668,23,307,1,2018-08-23 16:27:03.363168
1669,11,307,2,2018-08-23 16:27:09.431314
1670,46,307,1,2018-08-23 16:27:14.931564
1671,55,307,4,2018-08-23 16:27:18.503597
1672,57,307,2,2018-08-23 16:27:19.946815
1673,59,307,7,2018-08-23 16:27:22.684296
1674,21,307,4,2018-08-23 16:27:32.619222
1675,1,308,4,2018-08-29 01:04:11.055862
1676,41,308,4,2018-08-29 01:04:11.859566
1677,9,308,2,2018-08-29 01:04:13.880831
1678,39,308,3,2018-08-29 01:04:20.650019
1679,40,308,11,2018-08-29 01:04:21.651295
1680,42,308,4,2018-08-29 01:04:24.633134
1681,43,308,4,2018-08-29 01:04:24.859101
1682,46,308,1,2018-08-29 01:04:28.218390
1683,50,308,1,2018-08-29 01:04:29.533984
1684,55,308,5,2018-08-29 01:04:30.685888
1685,57,308,3,2018-08-29 01:04:31.714009
1686,59,308,4,2018-08-29 01:04:33.461486
1687,21,308,6,2018-08-29 01:04:46.881611
1688,53,308,2,2018-08-29 01:04:50.070216
1689,45,308,3,2018-08-29 01:04:54.472867
1690,62,308,2,2018-08-29 01:04:58.706809
1691,31,308,1,2018-08-29 01:05:06.064090
1692,41,309,3,2018-09-18 23:16:17.594387
1693,9,309,6,2018-09-18 23:16:19.756949
1694,23,309,1,2018-09-18 23:16:22.249666
1695,39,309,5,2018-09-18 23:16:43.118710
1696,40,309,4,2018-09-18 23:16:46.465496
1697,55,309,3,2018-09-18 23:16:56.296757
1698,57,309,4,2018-09-18 23:16:59.193765
1699,59,309,2,2018-09-18 23:17:01.326814
1700,21,309,5,2018-09-18 23:17:16.516977
1701,8,309,1,2018-09-18 23:17:21.240586
1702,41,310,2,2018-09-18 23:18:05.455759
1703,9,310,4,2018-09-18 23:18:07.090564
1704,21,310,1,2018-09-18 23:18:45.201819
1705,23,310,2,2018-09-18 23:18:12.462551
1706,39,310,3,2018-09-18 23:18:16.090308
1707,40,310,3,2018-09-18 23:18:16.774981
1708,42,310,4,2018-09-18 23:18:17.742336
1709,11,310,2,2018-09-18 23:18:21.050373
1710,55,310,4,2018-09-18 23:18:29.158797
1711,59,310,2,2018-09-18 23:18:30.824320
1712,1,311,3,2018-09-25 20:51:52.233060
1713,41,311,2,2018-09-25 20:51:53.276237
1714,9,311,6,2018-09-25 20:51:59.448491
1715,21,311,4,2018-09-25 20:52:02.113196
1716,22,311,6,2018-09-25 20:52:06.207930
